Modèle,État,Année-Modèle,Marque,Origine,Kilométrage,Première main,Nombre de portes,carburant,Ville,boite,puissance,price
Logan,Très bon,2019,Dacia,WW au Maroc,154999.5,,,Diesel,Fès,,6 CV,108000.0
Megane,Bon,2006,Renault,WW au Maroc,324999.5,Non,5,Diesel,Fès,,6 CV,89000.0
GOLF 8,6,2022,Volkswagen,WW au Maroc,17499.5,Oui,5,,Oued Zem,Manuelle,6 CV,60000.0
caddy_maxi,Bon,2017,Volkswagen,Importée neuve,194999.5,Non,,Diesel,Fès,Automatique,,330000.0
Logan,Excellent,2022,Dacia,WW au Maroc,7499.5,Oui,5,,Bouznika,Manuelle,6 CV,149000.0
GRANDE PUNTO,,2009,Fiat,,97499.5,,,Diesel,Fès,,6 CV,157000.0
Sportage,Excellent,2020,Kia,WW au Maroc,77499.5,,5,nan,Casablanca,,7 CV,59000.0
19,Très bon,1990,Renault,Dédouanée,224999.5,Non,5,Diesel,El Jadida,,8 CV,299000.0
Aveo,Bon,2009,Chevrolet,,17499.5,,5,Diesel,Casablanca,,7 CV,18000.0
Partner,Très bon,2012,Peugeot,WW au Maroc,274999.5,Non,5,,Khouribga,Manuelle,8 CV,36000.0
punto_classic,Très bon,2011,Fiat,WW au Maroc,154999.5,,5,Diesel,Tiznit,Manuelle,,70000.0
Q5,Bon,2012,Audi,WW au Maroc,174999.5,Non,5,,Casablanca,Manuelle,5 CV,59000.0
Serie 5,Très bon,2018,BMW,,134999.5,Non,5,Diesel,Salé,,8 CV,189000.0
Giulietta,Bon,2017,Alfa Romeo,WW au Maroc,124999.5,Non,5,Diesel,Casablanca,Automatique,,310000.0
Focus,Bon,2008,Ford,WW au Maroc,224999.5,,5,Diesel,Casablanca,Automatique,,150000.0
407,Bon,2004,Peugeot,WW au Maroc,134999.5,Non,5,Diesel,Oujda,,6 CV,76000.0
301,Très bon,2013,Peugeot,WW au Maroc,194999.5,Non,5,Essence,Casablanca,Manuelle,,28000.0
Octavia,6,2022,Skoda,WW au Maroc,17499.5,Oui,5,Diesel,Rabat,,6 CV,83000.0
Dokker,Très bon,2020,Dacia,WW au Maroc,82499.5,Oui,5,Diesel,Fès,Manuelle,,265000.0
A3,Bon,2005,Audi,WW au Maroc,274999.5,,3,Diesel,Marrakech,,6 CV,122000.0
Civic,,2012,Honda,WW au Maroc,224999.5,,5,,Meknès,Manuelle,8 CV,70000.0
Tiguan,,2008,Volkswagen,WW au Maroc,224999.5,,5,Essence,Agadir,Manuelle,,91000.0
A7,Excellent,2016,Audi,WW au Maroc,97499.5,,5,,Agadir,Manuelle,11 CV,97000.0
Logan,Excellent,2019,Dacia,WW au Maroc,72499.5,Oui,5,Diesel,Agadir,Automatique,,325000.0
280,Excellent,2006,Mercedes-Benz,Dédouanée,224999.5,Non,5,Diesel,Marrakech,Manuelle,,112000.0
megane_4,Très bon,2018,Renault,WW au Maroc,97499.5,Non,5,Diesel,Kénitra,,11 CV,88000.0
Juke,Très bon,2014,Nissan,WW au Maroc,124999.5,Non,5,Diesel,Kénitra,Manuelle,,140000.0
GOLF 3,Très bon,1995,Volkswagen,Dédouanée,154999.5,Oui,5,Diesel,Kénitra,Automatique,,120000.0
301,Excellent,2021,Peugeot,WW au Maroc,27499.5,Oui,5,Diesel,Tanger,,8 CV,30000.0
Tucson,Très bon,2016,Hyundai,Importée neuve,224999.5,Oui,5,Diesel,Casablanca,,6 CV,130000.0
208,Très bon,2019,Peugeot,WW au Maroc,124999.5,Non,3,Diesel,Kénitra,,6 CV,190000.0
Ducato,Excellent,2020,Fiat,WW au Maroc,32499.5,Non,3,,Kénitra,Manuelle,6 CV,113000.0
Partner,Excellent,2015,Peugeot,WW au Maroc,114999.5,Oui,5,Diesel,Casablanca,,9 CV,183000.0
X1,Excellent,2021,BMW,WW au Maroc,52499.5,Oui,5,,Kénitra,Manuelle,6 CV,107000.0
Clio,Très bon,2019,Renault,WW au Maroc,77499.5,Non,5,Diesel,Casablanca,Automatique,,335000.0
Kuga,Excellent,2015,Ford,WW au Maroc,144999.5,,5,Diesel,Kénitra,Automatique,,129000.0
Logan,Bon,2016,Dacia,WW au Maroc,164999.5,Oui,5,Diesel,Kénitra,Automatique,,172000.0
Q2,Excellent,2018,Audi,,97499.5,Oui,5,Diesel,Khouribga,,6 CV,86000.0
Q5,Excellent,2019,Audi,Importée neuve,67499.5,Oui,,Diesel,Tanger,Automatique,,265000.0
S3,Excellent,2021,Audi,Importée neuve,42499.5,Oui,5,,Tanger,Automatique,8 CV,550000.0
Serie 5,Excellent,2012,BMW,,134999.5,,5,Essence,Tanger,Automatique,,580000.0
A4,Excellent,2013,Audi,WW au Maroc,62499.5,Oui,5,,Tanger,Automatique,8 CV,195000.0
Serie 1,6,2018,BMW,,32499.5,Oui,5,Diesel,Tanger,,8 CV,205000.0
country man,Excellent,2017,mini,Importée neuve,57499.5,Oui,5,Diesel,Tanger,,8 CV,235000.0
Partner,Bon,2003,Peugeot,WW au Maroc,274999.5,Non,5,,Tanger,Automatique,11 CV,338000.0
4008,Très bon,2018,Peugeot,WW au Maroc,22499.5,,5,Diesel,Salé,,7 CV,45000.0
206 CC,Très bon,2002,Peugeot,Dédouanée,184999.5,Oui,3,Diesel,Fès,Manuelle,,145000.0
Logan,Bon,2017,Dacia,,124999.5,Non,,Essence,Kénitra,,11 CV,38000.0
Megane 3,Bon,2010,Renault,WW au Maroc,154999.5,Non,5,Diesel,Fès,nan,,95000.0
Master,Excellent,2017,Renault,WW au Maroc,194999.5,Oui,5,Diesel,Agadir,Manuelle,,140000.0
FIORINO,Très bon,2018,Fiat,WW au Maroc,154999.5,Non,5,Diesel,Tétouan,,9 CV,147000.0
sandero_stepway,Très bon,2017,Dacia,WW au Maroc,144999.5,Non,5,Diesel,Casablanca,Manuelle,,93000.0
206,Très bon,2000,Peugeot,Dédouanée,2499.5,Non,5,Diesel,Salé,,6 CV,102000.0
Insignia,,2016,Opel,WW au Maroc,144999.5,,5,Essence,Béni Mellal,,5 CV,43000.0
Clio,Très bon,2014,Renault,WW au Maroc,194999.5,,5,Diesel,Rabat,,8 CV,134000.0
Yaris,Bon,2018,Toyota,WW au Maroc,114999.5,Non,5,Diesel,Rabat,,6 CV,93000.0
land_cruiser_prado,Très bon,2017,Toyota,WW au Maroc,124999.5,,5,Diesel,Tétouan,Manuelle,,108000.0
Partner,Bon,2011,Peugeot,WW au Maroc,184999.5,Oui,5,Diesel,Laâyoune,,12 CV,190000.0
A6,6,2022,Audi,WW au Maroc,17499.5,Oui,5,Diesel,Casablanca,,6 CV,85000.0
Santa Fe,Très bon,2009,Hyundai,WW au Maroc,374999.5,Non,5,Diesel,Rabat,Automatique,,550000.0
307,Très bon,2005,Peugeot,WW au Maroc,124999.5,,5,Diesel,Casablanca,,9 CV,105000.0
Sandero,Très bon,2013,Dacia,WW au Maroc,12499.5,Non,5,,Oujda,Manuelle,8 CV,58000.0
Duster,Excellent,2017,Dacia,WW au Maroc,57499.5,Non,5,Diesel,Salé,Manuelle,,72000.0
19,Bon,1990,Renault,Dédouanée,424999.5,,5,Diesel,Tétouan,,6 CV,137000.0
GOLF 2,Très bon,1989,Volkswagen,Dédouanée,424999.5,Non,5,Essence,Oujda,,8 CV,25000.0
205,Très bon,1991,Peugeot,Dédouanée,224999.5,Oui,5,Diesel,Salé,,6 CV,35000.0
Symbol,6,2013,Renault,WW au Maroc,194999.5,Non,5,Diesel,Meknès,,7 CV,38000.0
Focus,Très bon,2012,Ford,WW au Maroc,174999.5,Oui,5,Diesel,Meknès,Manuelle,,75000.0
Symbol,Excellent,2011,Renault,WW au Maroc,164999.5,Non,5,,Marrakech,Manuelle,6 CV,118000.0
Corsa,Très bon,2013,Opel,WW au Maroc,144999.5,Non,5,Essence,Béni Mellal,Manuelle,,57000.0
Serie 3,Excellent,2018,BMW,WW au Maroc,164999.5,Oui,5,Essence,Casablanca,,6 CV,78000.0
Logan,Excellent,2021,Dacia,WW au Maroc,47499.5,Oui,5,Diesel,Rabat,Automatique,,275000.0
Partner,,2009,Peugeot,WW au Maroc,37499.5,Non,5,Diesel,Tanger,Manuelle,,137000.0
Logan,Très bon,2015,Dacia,WW au Maroc,174999.5,,5,Diesel,Casablanca,,7 CV,53000.0
Scenic,Excellent,2012,Renault,WW au Maroc,62499.5,,5,Diesel,Fès,,6 CV,85000.0
208,Très bon,2016,Peugeot,WW au Maroc,164999.5,Non,5,,Fès,Manuelle,6 CV,122000.0
Sandero,Très bon,2010,Dacia,WW au Maroc,124999.5,Non,5,,Meknès,Manuelle,6 CV,73000.0
FIORINO,Bon,2020,Fiat,WW au Maroc,72499.5,Non,3,Essence,Meknès,,8 CV,53000.0
Partner,Très bon,2008,Peugeot,Dédouanée,424999.5,,5,Diesel,Ait Melloul,Manuelle,,103000.0
Duster,Excellent,2012,Dacia,WW au Maroc,224999.5,Oui,5,,Meknès,Manuelle,7 CV,63000.0
A3,Excellent,2016,Audi,,92499.5,,5,Diesel,Rabat,,6 CV,100000.0
Boxer,Bon,2003,Peugeot,Dédouanée,224999.5,Non,5,,Casablanca,Automatique,7 CV,195000.0
Focus,Excellent,2002,Ford,Dédouanée,12499.5,Non,5,Diesel,Settat,Manuelle,,95000.0
S40,Excellent,2012,Volvo,,144999.5,,,,Casablanca,Manuelle,7 CV,50000.0
Corsa,Très bon,2016,Opel,WW au Maroc,104999.5,Non,5,Diesel,Meknès,Manuelle,,93000.0
Classe C,Très bon,2019,Mercedes-Benz,Dédouanée,87499.5,Oui,5,Essence,Tanger,Manuelle,,85000.0
208,Très bon,2019,Peugeot,WW au Maroc,72499.5,Oui,5,,Nador,Automatique,9 CV,490000.0
Ducato,Très bon,2019,Fiat,WW au Maroc,97499.5,Non,5,Diesel,Fès,,6 CV,109000.0
Touareg,Très bon,2018,Volkswagen,WW au Maroc,144999.5,Oui,5,Diesel,Agadir,,9 CV,161000.0
Tiguan,Excellent,2018,Volkswagen,WW au Maroc,114999.5,Non,5,Diesel,Agadir,Automatique,,235000.0
Santa Fe,Excellent,2018,Hyundai,Importée neuve,124999.5,Non,5,Diesel,Casablanca,,8 CV,245000.0
Classe C,Excellent,2017,Mercedes-Benz,Importée neuve,154999.5,,5,nan,Marrakech,Automatique,,265000.0
Megane,Très bon,2018,Renault,WW au Maroc,67499.5,Non,5,Diesel,Agadir,,9 CV,438000.0
Serie 4 gran coupé,Excellent,2022,BMW,WW au Maroc,22499.5,Non,5,Diesel,Casablanca,,6 CV,165000.0
500,Excellent,2021,Fiat,WW au Maroc,27499.5,Oui,3,Diesel,Casablanca,,8 CV,720000.0
Megane,Bon,2001,Renault,WW au Maroc,274999.5,Non,5,Essence,Agadir,,6 CV,135000.0
250,Très bon,1990,Mercedes-Benz,Dédouanée,32499.5,Oui,5,Diesel,Berrechid,,7 CV,50000.0
Clio,Bon,2017,Renault,WW au Maroc,92499.5,Oui,5,,Casablanca,Manuelle,9 CV,48000.0
Octavia,Bon,2014,Skoda,WW au Maroc,184999.5,Non,5,Diesel,Casablanca,Manuelle,,104000.0
Octavia,Très bon,2007,Skoda,,224999.5,,5,,Casablanca,Automatique,8 CV,127000.0
ix 35,Excellent,2012,Hyundai,WW au Maroc,124999.5,Non,3,Essence,Tata,nan,,92000.0
C4,Très bon,2008,Citroen,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,Automatique,,140000.0
Bora,Bon,2001,Volkswagen,WW au Maroc,374999.5,Non,5,Diesel,Fès,,6 CV,68000.0
Accent,Bon,2003,Hyundai,WW au Maroc,274999.5,Non,5,Essence,Oujda,,9 CV,46000.0
Solenza,Bon,2011,Dacia,WW au Maroc,7499.5,Non,3,Diesel,Tanger,Manuelle,,42000.0
Xsara Picasso,Bon,2005,Citroen,WW au Maroc,224999.5,,5,Essence,Taroudant,Manuelle,,49000.0
Laguna,Excellent,2004,Renault,Dédouanée,22499.5,Non,5,Diesel,Mohammedia,,8 CV,44000.0
220,Bon,1995,Mercedes-Benz,Dédouanée,224999.5,,5,Diesel,Nador,Manuelle,,56000.0
Picanto,,2019,Kia,,77499.5,,,Diesel,Rabat,,8 CV,34000.0
megane_4,Excellent,2018,Renault,WW au Maroc,97499.5,Non,5,Essence,Casablanca,nan,,86000.0
S90,Excellent,2018,Volvo,WW au Maroc,72499.5,Oui,5,,Kénitra,Manuelle,6 CV,139000.0
Fiesta,Très bon,2017,Ford,WW au Maroc,57499.5,Non,5,,Marrakech,Automatique,8 CV,330000.0
Duster,Bon,2011,Dacia,WW au Maroc,174999.5,,,Diesel,Rabat,,6 CV,106000.0
107,Très bon,2009,Peugeot,WW au Maroc,114999.5,Oui,5,,Casablanca,Manuelle,6 CV,83000.0
i 10,Bon,2012,Hyundai,WW au Maroc,184999.5,,5,Essence,Casablanca,,6 CV,58000.0
206+,Excellent,2010,Peugeot,WW au Maroc,194999.5,,5,,Casablanca,Manuelle,6 CV,61000.0
Mini,Excellent,2016,mini,WW au Maroc,164999.5,,5,Essence,Agadir,Manuelle,,70000.0
i 10,Excellent,2016,Hyundai,WW au Maroc,164999.5,,5,,Agadir,Manuelle,6 CV,69000.0
TIPO,Excellent,2019,Fiat,WW au Maroc,104999.5,Non,5,,Agadir,Manuelle,6 CV,69000.0
Touran,Excellent,2012,Volkswagen,Dédouanée,194999.5,Oui,5,Diesel,Casablanca,Manuelle,,117000.0
Vento,Très bon,1992,Volkswagen,Dédouanée,274999.5,Non,5,Diesel,El Jadida,,6 CV,145000.0
190,,1986,Mercedes-Benz,,37499.5,,,,Salé,Manuelle,8 CV,24000.0
208,Excellent,2014,Peugeot,WW au Maroc,134999.5,Oui,5,nan,Casablanca,,8 CV,21000.0
190,Très bon,1989,Mercedes-Benz,Dédouanée,274999.5,Non,5,,Kénitra,Manuelle,6 CV,90000.0
TIPO,,2019,Fiat,,72499.5,,,,Khouribga,Manuelle,10 CV,42000.0
Berlingo,Excellent,2015,Citroen,Importée neuve,114999.5,,5,Diesel,Casablanca,,6 CV,123000.0
Focus,,2015,Ford,WW au Maroc,184999.5,Non,5,Diesel,Marrakech,Manuelle,,125000.0
208,Très bon,2019,Peugeot,Importée neuve,114999.5,Oui,5,Diesel,Meknès,Manuelle,,128000.0
220,Excellent,2008,Mercedes-Benz,Dédouanée,224999.5,Non,5,,Khemisset,Manuelle,6 CV,125000.0
Range Rover Sport,Excellent,2010,Land Rover,Importée neuve,224999.5,Oui,5,Diesel,Fès,Automatique,,135000.0
301,,2018,Peugeot,,87499.5,,,Diesel,Casablanca,Automatique,,125000.0
CR-V,Très bon,2007,Honda,WW au Maroc,174999.5,Non,5,Diesel,Meknès,nan,,107000.0
Tiguan,Très bon,2010,Volkswagen,Dédouanée,144999.5,Non,5,,Meknès,Manuelle,8 CV,80000.0
Cayenne,Excellent,2005,Porsche,Importée neuve,154999.5,Non,5,,Khouribga,Manuelle,8 CV,168000.0
sandero_stepway,Très bon,2022,Dacia,WW au Maroc,42499.5,Non,5,Essence,Rabat,Automatique,,90000.0
Serie 3,Bon,2006,BMW,WW au Maroc,164999.5,Non,5,,Rabat,Manuelle,6 CV,153000.0
Fusion,Excellent,2016,Ford,Pas encore dédouanée,104999.5,Non,,,Mohammedia,Manuelle,11 CV,56000.0
206,,2001,Peugeot,,12499.5,,,,Khénifra,Automatique,8 CV,165000.0
Serie 4 gran coupé,Très bon,2015,BMW,,124999.5,,5,Essence,Agadir,nan,,39000.0
Transit,Bon,2018,Ford,WW au Maroc,224999.5,Non,3,Diesel,Marrakech,nan,,350000.0
Touareg,6,2022,Volkswagen,WW au Maroc,2499.5,Oui,5,,Casablanca,Manuelle,9 CV,150000.0
Sandero,Excellent,2019,Dacia,WW au Maroc,77499.5,Non,5,,Dakhla,Automatique,10 CV,750000.0
Qashqai,Très bon,2010,Nissan,Dédouanée,164999.5,Non,5,Diesel,Nador,,5 CV,110000.0
220,Très bon,2008,Mercedes-Benz,Dédouanée,224999.5,Oui,5,Diesel,Agadir,Manuelle,,118000.0
C15,,2002,Citroen,WW au Maroc,97499.5,,,Diesel,Rabat,,9 CV,122000.0
250,Très bon,1992,Mercedes-Benz,Dédouanée,324999.5,Non,5,nan,Jorf El Melha,,7 CV,27500.0
C15,Bon,1999,Citroen,WW au Maroc,2499.5,Non,3,,Rabat,Manuelle,10 CV,42000.0
sandero_streetway,Bon,2021,Dacia,WW au Maroc,194999.5,Oui,5,,Agadir,Manuelle,7 CV,35000.0
Dokker,Très bon,2018,Dacia,WW au Maroc,17499.5,Oui,5,Diesel,Fès,,6 CV,163000.0
Classe CLA,Bon,2015,Mercedes-Benz,WW au Maroc,194999.5,,5,Diesel,Khemisset,,5 CV,90000.0
ix 35,6,2010,Hyundai,Importée neuve,194999.5,Oui,5,Diesel,Tanger,Automatique,,218000.0
Corolla,Très bon,2005,Toyota,WW au Maroc,274999.5,Oui,5,Diesel,Es-Semara,,9 CV,135000.0
Laguna,,2010,Renault,WW au Maroc,164999.5,Oui,,Diesel,Ouled Teïma,Manuelle,,64000.0
Punto,Très bon,2014,Fiat,WW au Maroc,174999.5,Non,5,Diesel,Casablanca,,8 CV,67000.0
i 20,Excellent,2018,Hyundai,WW au Maroc,52499.5,Oui,5,Diesel,Casablanca,Manuelle,,68000.0
407,Très bon,2009,Peugeot,WW au Maroc,164999.5,,5,Essence,Agadir,,6 CV,118000.0
C4,Excellent,2016,Citroen,WW au Maroc,164999.5,Non,5,Diesel,Kénitra,Automatique,,75000.0
GOLF 5,,2004,Volkswagen,Dédouanée,27499.5,Non,5,Diesel,Agadir,Manuelle,,112000.0
Classe E,Excellent,2012,Mercedes-Benz,Dédouanée,194999.5,Non,5,Diesel,Khouribga,Automatique,,75000.0
Berlingo,Très bon,2017,Citroen,WW au Maroc,174999.5,Oui,,Diesel,Meknès,,9 CV,200000.0
GOLF 8,,2021,Volkswagen,Importée neuve,47499.5,,5,,Casablanca,Manuelle,6 CV,112000.0
Jazz,Très bon,2006,Honda,WW au Maroc,17499.5,Non,5,Essence,Tanger,Automatique,,445000.0
Focus,Très bon,2012,Ford,WW au Maroc,144999.5,,5,Essence,Sefrou,Manuelle,,50000.0
Range Rover Evoque,,2012,Land Rover,,124999.5,Oui,5,Diesel,Casablanca,,6 CV,103000.0
405,Bon,1991,Peugeot,Dédouanée,32499.5,Non,5,Diesel,Tanger,Automatique,,225000.0
Astra,Très bon,2005,Opel,WW au Maroc,27499.5,,5,Diesel,Salé,Manuelle,,29000.0
X5,Excellent,2016,BMW,WW au Maroc,174999.5,Oui,5,Diesel,Tétouan,,7 CV,65000.0
Serie 3,Excellent,2016,BMW,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,Automatique,,270000.0
sandero_stepway,Très bon,2020,Dacia,WW au Maroc,42499.5,Oui,5,Diesel,Rabat,,8 CV,220000.0
Accent,Très bon,1998,Hyundai,Dédouanée,114999.5,,5,Diesel,Larache,,6 CV,125000.0
Uno,Bon,1998,Fiat,Dédouanée,224999.5,Non,5,,Ras Ain Rhamna,Manuelle,9 CV,15500.0
206,Très bon,2007,Peugeot,WW au Maroc,154999.5,Non,5,,Ksar el-Kebir,Manuelle,7 CV,21000.0
Freelander,Très bon,2014,Land Rover,WW au Maroc,224999.5,Oui,5,Essence,Ouled Teïma,Manuelle,,49000.0
159,Excellent,2007,Alfa Romeo,Importée neuve,154999.5,Non,5,Diesel,Casablanca,,9 CV,140000.0
Q8,Excellent,2020,Audi,WW au Maroc,62499.5,Oui,5,Diesel,Safi,,10 CV,75000.0
Autres,Excellent,2022,Autres,WW au Maroc,17499.5,Oui,5,Diesel,Fès,Automatique,,780000.0
Tucson,6,2018,Hyundai,WW au Maroc,104999.5,Oui,5,Diesel,Taghazout,nan,,470000.0
Duster,Très bon,2018,Dacia,WW au Maroc,104999.5,,5,Diesel,Fès,Automatique,,245000.0
Santa Fe,,2010,Hyundai,,224999.5,,,Diesel,Rabat,,6 CV,157000.0
Megane,,2006,Renault,,124999.5,,,Diesel,Tanger,nan,,95000.0
Leon,6,2019,Seat,WW au Maroc,67499.5,Non,5,Diesel,Casablanca,Manuelle,,75000.0
C3 Aircross,Très bon,2022,Citroen,WW au Maroc,12499.5,Oui,5,Diesel,Fès,,6 CV,160000.0
Serie 5,Bon,1987,BMW,Dédouanée,22499.5,Non,5,Diesel,Tanger,Automatique,,225000.0
C4,Excellent,2012,Citroen,WW au Maroc,184999.5,,5,Diesel,Fès,Manuelle,,32000.0
Corsa,6,2020,Opel,WW au Maroc,42499.5,Oui,5,Diesel,Sidi Bennour,,6 CV,105000.0
CR-V,Excellent,2014,Honda,WW au Maroc,124999.5,Non,5,Diesel,Casablanca,Manuelle,,165000.0
Classe CLA,Très bon,2017,Mercedes-Benz,WW au Maroc,134999.5,Non,5,,Agadir,Manuelle,8 CV,165000.0
R4,Excellent,2010,Renault,,2499.5,,,,Casablanca,Automatique,9 CV,275000.0
Logan,6,2022,Dacia,WW au Maroc,2499.5,Non,5,,Agadir,Manuelle,4 CV,7000.0
Talisman,Excellent,2018,Renault,WW au Maroc,104999.5,Non,5,Diesel,El Jadida,,6 CV,155000.0
Range Rover Sport,Excellent,2017,Land Rover,Dédouanée,72499.5,Oui,5,,Casablanca,Automatique,6 CV,239000.0
Ideal,Excellent,2016,Changhe,Dédouanée,12499.5,Oui,5,,Kénitra,Automatique,12 CV,450000.0
Tiguan,Très bon,2015,Volkswagen,WW au Maroc,184999.5,Non,5,Electrique,Kénitra,Automatique,,135000.0
Leon,Excellent,2020,Seat,WW au Maroc,72499.5,Non,5,Diesel,Khemisset,Manuelle,,175000.0
sandero_stepway,Très bon,2021,Dacia,WW au Maroc,37499.5,Oui,5,Diesel,Casablanca,,6 CV,198000.0
TIPO,Très bon,2019,Fiat,WW au Maroc,77499.5,Non,5,Diesel,Casablanca,,6 CV,125000.0
i 30,Très bon,2014,Hyundai,WW au Maroc,144999.5,,5,,Casablanca,Manuelle,5 CV,115000.0
Polo,Excellent,2006,Volkswagen,WW au Maroc,184999.5,Non,5,Diesel,Rabat,,6 CV,118000.0
Partner,,2009,Peugeot,,7499.5,,,Diesel,Marrakech,Manuelle,,59000.0
Tiguan,Excellent,2018,Volkswagen,WW au Maroc,194999.5,Oui,,Diesel,Salé,nan,,55000.0
Accent,Excellent,2019,Hyundai,WW au Maroc,134999.5,Oui,5,Diesel,Tanger,Automatique,,248000.0
Classe GLC,Excellent,2016,Mercedes-Benz,Dédouanée,134999.5,,5,Diesel,Fès,,6 CV,127000.0
205,Très bon,1984,Peugeot,Dédouanée,374999.5,,5,Diesel,Rabat,Automatique,,440000.0
Megane 3,Très bon,2011,Renault,WW au Maroc,224999.5,Non,5,,Casablanca,Manuelle,6 CV,20000.0
Palio,Très bon,2005,Fiat,Dédouanée,17499.5,Non,5,,El Jadida,Manuelle,6 CV,92000.0
308,Très bon,2014,Peugeot,WW au Maroc,144999.5,Non,5,Essence,Laâyoune,Manuelle,,35000.0
Picanto,,2021,Kia,,27499.5,Oui,,Diesel,Salé,,6 CV,135000.0
Focus,Excellent,2017,Ford,WW au Maroc,82499.5,,5,Essence,Agadir,,6 CV,99000.0
Panda,6,2019,Fiat,WW au Maroc,42499.5,Oui,5,,Mohammedia,Manuelle,6 CV,160000.0
sandero_stepway,Très bon,2019,Dacia,WW au Maroc,174999.5,Non,5,,Tanger,Manuelle,6 CV,82000.0
A4,Excellent,2014,Audi,Importée neuve,114999.5,,5,Diesel,Fès,,6 CV,103000.0
Polo,Excellent,2008,Volkswagen,WW au Maroc,124999.5,,5,Diesel,Rabat,,8 CV,240000.0
GOLF 4,Très bon,2002,Volkswagen,Dédouanée,324999.5,Non,5,Essence,Tanger,,6 CV,38000.0
Kangoo,Excellent,2007,Renault,WW au Maroc,17499.5,,5,,El Kelâa des Sraghna,Manuelle,8 CV,70000.0
Touran,Bon,2006,Volkswagen,Dédouanée,224999.5,Non,5,Diesel,Béni Mellal,,6 CV,67000.0
megane_4,Très bon,2017,Renault,WW au Maroc,124999.5,Oui,5,Diesel,Taourirt,Manuelle,,102000.0
Kangoo,Bon,1999,Renault,WW au Maroc,12499.5,Non,5,Diesel,Tanger,Manuelle,,145000.0
Formentor,6,2022,Cupra,Importée neuve,2499.5,Oui,5,Diesel,Sefrou,Manuelle,,53000.0
Discovery Sport,6,2022,Land Rover,WW au Maroc,22499.5,Oui,5,,Casablanca,Automatique,8 CV,450000.0
Jetta,Très bon,2020,Volkswagen,WW au Maroc,37499.5,Oui,5,,Casablanca,Automatique,8 CV,500000.0
C4,Très bon,2012,Citroen,WW au Maroc,114999.5,Non,5,Diesel,Casablanca,,8 CV,210000.0
Model 3,Excellent,2020,Tesla,Dédouanée,62499.5,Oui,5,Diesel,Oujda,,6 CV,98000.0
Autres,,2018,Autres,,2499.5,,,Electrique,Casablanca,,12 CV,540000.0
Classe B,6,2012,Mercedes-Benz,Importée neuve,194999.5,Non,5,Electrique,Mohammedia,Automatique,,38000.0
IX55,Très bon,2010,Hyundai,WW au Maroc,194999.5,Oui,5,Diesel,Tétouan,Automatique,,169000.0
Classe E,Très bon,2003,Mercedes-Benz,Dédouanée,324999.5,Oui,5,Diesel,Tétouan,,11 CV,80000.0
Duster,6,2018,Dacia,WW au Maroc,144999.5,Non,5,Diesel,Tétouan,Automatique,,60000.0
GOLF 7,Excellent,2013,Volkswagen,Dédouanée,174999.5,,,,Tétouan,Automatique,6 CV,156000.0
Jumper,Bon,2018,Citroen,WW au Maroc,104999.5,Non,5,Diesel,Meknès,,8 CV,190000.0
FIORINO,Très bon,2021,Fiat,WW au Maroc,22499.5,Non,5,Diesel,Tétouan,,9 CV,165000.0
Classe GLA,Très bon,2017,Mercedes-Benz,WW au Maroc,124999.5,Oui,5,Diesel,Khouribga,Manuelle,,120000.0
Polo,Très bon,2009,Volkswagen,,22499.5,,5,Diesel,Casablanca,Automatique,,280000.0
19,Très bon,1994,Renault,,274999.5,Non,5,,Tanger,Manuelle,6 CV,69000.0
307,Excellent,2003,Peugeot,,2499.5,,,Essence,Oujda,,8 CV,380000.0
Levante,Excellent,2016,Maserati,WW au Maroc,97499.5,Non,5,Diesel,Guelmim,,8 CV,55000.0
2008,Très bon,2019,Peugeot,WW au Maroc,12499.5,Oui,5,Diesel,Casablanca,,12 CV,380000.0
XC70,Très bon,2010,Volvo,WW au Maroc,374999.5,Non,5,Essence,Casablanca,,5 CV,120000.0
Clio,Excellent,2019,Renault,WW au Maroc,57499.5,Non,5,Diesel,Rabat,,10 CV,80000.0
Uno,Très bon,1997,Fiat,WW au Maroc,194999.5,Non,5,Diesel,Bouznika,Manuelle,,113000.0
Serie 1,,2018,BMW,,104999.5,,,Essence,Béni Mellal,Manuelle,,29000.0
Kuga,Très bon,2014,Ford,WW au Maroc,144999.5,,5,Diesel,Rabat,nan,,242000.0
Cherokee,Très bon,2019,Jeep,WW au Maroc,27499.5,,5,Diesel,Marrakech,,8 CV,165000.0
Juke,,2013,Nissan,,114999.5,,,Diesel,Marrakech,,9 CV,280000.0
Megane,Très bon,2019,Renault,WW au Maroc,42499.5,,,nan,Casablanca,,9 CV,115000.0
Astra,Très bon,2017,Opel,WW au Maroc,92499.5,,5,,Marrakech,Manuelle,6 CV,185000.0
range_rover_vogue,Très bon,2018,Land Rover,WW au Maroc,104999.5,,5,Diesel,Marrakech,,6 CV,178000.0
TIPO,Très bon,2021,Fiat,WW au Maroc,27499.5,Oui,5,Diesel,Marrakech,,8 CV,525000.0
Autres,6,2013,Autres,Importée neuve,124999.5,Non,5,Diesel,Marrakech,Manuelle,,181000.0
C4 Picasso,,2017,Citroen,,124999.5,,,Diesel,Fquih Ben Saleh,,6 CV,129000.0
Clio,Très bon,2018,Renault,,87499.5,Non,5,nan,Rabat,,6 CV,129000.0
